rank,°¡¼ö,ÀÛ°î,ÀÛ»ç,Æí°î
35,2039,1684,1684,1684
36,712,733,733,733
37,1508,733,733,733
38,1756,733,733,733
39,1422,733,733,733
40,1756,733,733,733
41,1262,1835,1835,1835
42,1756,733,733,733
43,1133,2165,2161,2165
44,1833,753,753,753
45,1756,733,733,733
46,1817,1817,1817,1247
47,1833,753,753,753
48,1834,995,1833,1833
49,238,639,639,639
50,636,1436,1436,1436
1,17,639,639,639
2,2226,837,1157,837
3,1662,594,900,594
4,2140,1882,749,1715
5,2226,1591,1591,1591
6,1352,1345,1345,426
7,1756,733,733,733
8,1527,1945,1945,1945
9,1756,1756,1756,1756
10,1002,1867,1867,1867
11,1215,907,2161,907
12,732,1782,1157,621
13,1234,837,2161,837
14,1316,1922,1316,33
15,412,1876,1660,1876
16,993,2001,2001,733
17,412,1172,1628,1876
18,993,2001,762,2001
19,2178,539,539,539
20,2226,837,1115,837
21,1833,753,753,753
22,78,1331,1382,426
23,2096,1436,1436,733
24,14,987,987,987
25,1224,2120,2120,733
26,1545,761,761,1668
27,2078,238,238,604
28,412,1876,900,1876
29,2226,1684,1684,2088
30,2226,1684,1684,576
31,1082,1845,879,1715
32,637,637,637,111
33,1491,1699,900,1699
34,2229,837,2228,837
35,1491,1652,900,2224
36,1775,837,2161,837
37,856,1658,1651,733
38,14,1056,1056,1041
39,1527,797,1945,797
40,2226,2120,148,2120
41,1133,2165,2161,2165
42,2226,1854,1854,1854
43,2055,896,896,733
44,1316,1316,1316,2110
45,1757,2104,2104,2104
46,1262,1835,1835,1835
47,2039,1684,1684,1684
48,1048,1471,1471,1048
49,2226,1684,1684,2088
1,412,1172,1628,1876
2,1215,907,2161,907
3,1527,1945,1945,1945
4,17,639,639,639
5,1352,1345,1345,426
6,2140,1882,749,1715
7,1662,594,900,594
8,1336,2216,922,426
9,2226,837,1157,837
10,2229,837,2228,837
11,1756,733,733,733
12,2226,1591,1591,1591
13,199,549,1651,1033
14,732,1782,1157,621
15,1002,1867,1867,1867
16,1756,1756,1756,1756
17,1527,797,1945,797
18,1234,837,2161,837
19,1474,839,433,839
20,993,2001,2001,733
21,78,1331,1382,426
22,2178,539,539,539
23,1316,1922,1316,33
24,1662,594,818,594
25,2096,1436,1436,733
26,412,1876,1660,1876
27,2055,896,896,733
28,1702,2221,751,2221
29,1133,2165,2161,2165
30,1833,753,753,753
31,993,2001,762,2001
32,1224,2120,2120,733
33,1545,761,761,1668
34,2226,837,1115,837
35,1775,837,2161,837
36,2078,238,238,604
37,1082,1845,879,1715
38,1527,797,797,797
39,1491,1699,900,1699
40,1352,1343,1343,1343
41,2098,1436,1436,1436
42,1288,1498,900,920
43,412,1876,900,1876
44,14,987,987,987
45,1040,957,1217,2072
46,1527,1945,1945,1945
47,1491,1652,900,2224
48,1234,379,458,733
1,1352,426,922,426
2,2228,837,2228,1714
3,1662,594,818,594
4,412,1172,1628,1876
5,1215,907,2161,907
6,1352,1345,1345,426
7,1527,1945,1945,1945
8,199,549,1651,1033
9,199,379,379,379
10,2228,837,2228,837
11,1662,594,900,594
12,2140,1882,749,1715
13,17,639,639,639
14,2229,837,2228,837
15,1040,957,1217,2072
16,1336,2216,922,426
17,2226,1591,1591,1591
18,1756,733,733,733
19,1734,1585,1734,1585
20,2226,837,1157,837
21,1352,1343,1343,1343
22,199,255,477,255
23,2055,896,896,733
24,732,1782,1157,621
25,1002,1867,1867,1867
26,1431,754,754,754
27,1234,837,2161,837
28,2228,146,146,733
29,1756,1756,1756,1756
30,1885,1331,1972,1715
31,78,1331,1382,426
32,199,45,891,45
33,2228,837,1169,837
34,1660,733,733,733
35,1527,797,1945,797
36,1474,839,433,839
37,2098,1436,1436,1436
38,1545,761,761,1668
39,1224,1660,1660,722
40,2096,1436,1436,733
41,199,1807,1477,1807
42,1316,1922,1316,33
43,2178,539,539,539
44,711,1936,1936,1936
45,1234,379,458,733
46,1761,1761,1952,1298
47,1702,2221,751,2221
48,1775,837,2161,837
1,1352,426,922,426
2,1265,1788,1788,1257
3,2228,837,2228,1714
4,1885,1331,1972,1715
5,1308,509,1309,509
6,412,1172,1628,1876
7,1352,1345,1345,426
8,1662,594,818,594
9,1215,907,2161,907
10,1286,1286,1286,759
11,1527,1945,1945,1945
12,1055,1056,1056,1056
13,1491,1491,1491,1759
14,199,549,1651,1033
15,2140,1882,749,1715
16,2229,837,2228,837
17,2226,1591,1591,1591
18,2228,837,2228,837
19,1040,957,1217,2072
20,1352,1343,1343,1343
21,17,639,639,639
22,1336,2216,922,426
23,1662,594,900,594
24,2055,896,896,733
25,1756,733,733,733
26,1224,1660,1660,722
27,2226,837,1157,837
28,732,1782,1157,621
29,2039,1014,1157,462
30,1431,754,754,754
31,199,379,379,379
32,1288,1498,900,920
33,2039,1684,1684,1684
34,78,1331,1382,426
35,1002,1867,1867,1867
36,1234,379,458,733
37,1234,837,2161,837
38,85,445,445,1351
39,1474,839,433,839
40,1756,1756,1756,1756
41,2228,146,146,733
42,773,1452,1570,987
43,1491,1436,1998,1436
44,1286,1286,1286,971
45,1545,761,761,1668
46,1734,1585,1734,1585
47,331,733,733,733
48,1593,1593,1593,1593
49,2228,837,1169,837
1,1491,1491,1491,1759
2,1286,1286,1286,759
3,1352,426,922,426
4,1308,509,1309,509
5,2228,837,2228,1714
6,1099,1976,1865,1976
7,773,1452,1570,987
8,1885,1331,1972,1715
9,1265,1788,1788,1257
10,412,1172,1628,1876
11,1352,1345,1345,426
12,1352,1343,1343,1343
13,1662,594,818,594
14,1506,1808,2020,883
15,199,549,1651,1033
16,1215,907,2161,907
17,1527,1945,1945,1945
18,2055,896,896,733
19,17,639,639,639
20,2226,1591,1591,1591
21,2140,1882,749,1715
22,2228,837,2228,837
23,1288,1498,900,920
24,1336,2216,922,426
25,2229,837,2228,837
26,1040,957,1217,2072
27,1491,1436,1998,1436
28,1431,754,754,754
29,1164,1092,1092,2004
30,1662,594,900,594
31,732,1782,1157,621
32,1055,1056,1056,1056
33,1756,733,733,733
34,2226,837,1157,837
35,1969,733,733,733
36,1002,1867,1867,1867
37,1234,379,458,733
38,872,1931,1931,1079
39,78,1331,1382,426
40,2039,1684,1684,1684
41,199,379,379,379
42,1491,369,1491,369
43,897,897,897,897
44,1286,1286,1286,971
45,838,838,838,838
46,85,445,445,1351
47,1224,1660,1660,722
48,2039,1014,1157,462
49,2034,987,987,987
1,1545,2228,2228,1136
2,421,2004,2004,2004
3,764,733,733,733
4,1099,1976,1865,1976
5,1491,1491,1491,1759
6,2039,875,1998,875
7,1036,1626,1626,1626
8,421,689,1723,689
9,1286,1286,1286,759
10,1297,1297,1297,1243
11,421,689,1723,689
12,2228,837,2228,1714
13,872,1931,1931,1079
14,1885,1331,1972,1715
15,1297,1297,1297,1243
16,1352,1345,1345,426
17,1366,1788,1788,1788
18,1308,509,1309,509
19,421,1723,1723,1723
20,1265,1788,1788,1257
21,1352,426,922,426
22,412,1172,1628,1876
23,773,1452,1570,987
24,17,639,639,639
25,2226,1591,1591,1591
26,1215,907,2161,907
27,421,933,2004,933
28,2228,837,2228,837
29,1527,1945,1945,1945
30,421,305,305,305
31,838,838,838,838
32,2140,1882,749,1715
33,1662,594,818,594
34,421,841,1157,841
35,1431,754,754,754
36,732,1782,1157,621
37,421,733,1723,733
38,331,733,733,733
39,2229,837,2228,837
40,199,549,1651,1033
41,421,305,305,305
42,2226,837,1157,837
43,207,733,733,733
44,1010,1436,1436,1436
45,1017,733,733,733
46,829,733,733,733
47,421,1723,1723,1723
48,520,733,733,733
49,1586,229,1998,98
50,421,643,1993,733
2,1545,2228,2228,1136
3,2039,875,1998,875
4,764,733,733,733
5,1099,1976,1865,1976
6,78,733,733,733
7,421,2004,2004,2004
8,1491,1491,1491,1759
9,1544,1684,1684,2088
10,1297,1297,1297,1243
11,1662,1865,1865,1863
13,1036,1626,1626,1626
14,1286,1286,1286,759
16,2228,837,2228,1714
17,1258,662,662,2061
18,1297,1297,1297,1243
19,421,689,1723,689
20,1366,1788,1788,1788
21,1352,1345,1345,426
22,760,108,760,90
23,421,689,1723,689
24,1010,1436,1436,1436
25,1885,1331,1972,1715
26,31,1591,1591,1591
27,1265,1788,1788,1257
28,872,1931,1931,1079
29,2228,837,2228,837
30,1308,509,1309,509
31,412,1172,1628,1876
32,2226,1591,1591,1591
33,773,1452,1570,987
34,1431,754,754,754
35,17,639,639,639
36,1215,907,2161,907
37,1352,426,922,426
38,78,733,733,733
39,1527,1945,1945,1945
40,838,838,838,838
41,732,1782,1157,621
42,1662,594,818,594
43,421,1723,1723,1723
44,1969,1282,1282,1282
45,2140,1882,749,1715
46,2112,1556,1556,2004
47,2138,1328,1328,1328
48,331,733,733,733
49,1586,229,1998,98
50,301,733,733,733
1,2226,875,2017,875
2,301,733,733,733
3,1662,1865,1865,1863
4,1545,2228,2228,1136
5,1099,1976,1865,1976
6,764,733,733,733
7,2039,875,1998,875
8,2113,1591,1591,1591
9,31,1591,1591,1591
11,1491,1491,1491,1759
12,421,2004,2004,2004
13,2197,2107,2107,2107
14,1297,1297,1297,1243
15,78,733,733,733
16,838,838,1229,838
17,2228,837,2228,1714
18,1544,1684,1684,2088
19,763,837,1998,837
20,1036,1626,1626,1626
21,1073,1652,900,1652
22,392,733,733,733
23,838,838,838,838
24,2228,837,2228,837
25,1286,1286,1286,759
26,1366,1788,1788,1788
27,592,733,733,733
28,1010,1436,1436,1436
29,1352,1345,1345,426
30,1297,1297,1297,1243
31,392,733,733,733
32,1258,662,662,2061
33,1817,1690,1817,1690
34,421,689,1723,689
36,1308,509,1309,509
37,2226,1591,1591,1591
38,412,1172,1628,1876
39,1265,1788,1788,1257
41,17,639,639,639
42,301,733,733,733
43,1068,1068,1068,2145
44,250,1227,1227,1227
45,1885,1331,1972,1715
46,872,1931,1931,1079
47,2124,1971,1141,1971
48,1015,1936,1497,1936
49,421,689,1723,689
50,1215,907,2161,907
1,301,733,733,733
2,2226,875,2017,875
3,392,733,733,733
5,764,733,733,733
6,1545,2228,2228,1136
7,1099,1976,1865,1976
8,592,733,733,733
9,31,1591,1591,1591
10,1662,1865,1865,1863
11,2197,2107,2107,2107
12,392,733,733,733
13,2039,875,1998,875
14,1297,1297,1297,1243
15,1491,1491,1491,1759
16,421,2004,2004,2004
17,2228,837,2228,1714
18,78,733,733,733
20,2113,1591,1591,1591
21,1073,1652,900,1652
22,2228,837,2228,837
23,1544,1684,1684,2088
24,1851,1865,1865,1800
25,838,838,1229,838
26,1424,1796,1796,835
27,1036,1626,1626,1626
28,1475,1847,1847,1847
29,355,733,733,733
30,181,733,733,733
31,838,838,838,838
32,763,837,1998,837
33,1010,1436,1436,1436
34,1817,1690,1817,1690
35,1465,816,816,877
36,1465,912,912,877
37,392,733,733,733
38,1286,1286,1286,759
39,1352,1345,1345,426
40,2228,1788,749,1788
41,1366,1788,1788,1788
42,1265,1788,1788,1257
43,125,733,733,733
44,441,733,733,733
45,2226,1591,1591,1591
46,1308,509,1309,509
47,1297,1297,1297,1243
48,1258,662,662,2061
49,412,1172,1628,1876
50,348,733,733,733
1,301,733,733,733
2,392,733,733,733
3,2226,875,2017,875
4,592,733,733,733
5,1366,837,1871,837
6,392,733,733,733
7,764,733,733,733
8,2178,1867,1867,1867
9,1099,1976,1865,1976
11,1545,2228,2228,1136
12,2197,2107,2107,2107
13,31,1591,1591,1591
14,1662,1865,1865,1863
15,1465,816,816,877
16,2039,875,1998,875
17,1424,1796,1796,835
18,738,1699,900,1699
19,1297,1297,1297,1243
20,1491,1491,1491,1759
21,78,733,733,733
22,1465,912,912,877
23,2228,837,2228,1714
24,1073,1652,900,1652
25,421,2004,2004,2004
26,75,754,754,754
27,355,733,733,733
28,1851,1865,1865,1800
29,181,733,733,733
31,2228,837,2228,837
32,392,733,733,733
33,838,838,1229,838
34,2113,1591,1591,1591
35,1544,1684,1684,2088
36,125,733,733,733
37,441,733,733,733
38,1036,1626,1626,1626
39,1465,2163,1979,2163
40,1010,1436,1436,1436
41,348,733,733,733
42,1816,398,398,733
43,763,837,1998,837
44,1817,1690,1817,1690
45,838,838,838,838
46,2228,1788,749,1788
47,2123,894,894,894
48,738,1227,1227,1466
49,1352,1345,1345,426
50,1366,1788,1788,1788
1,1366,837,1871,837
2,1352,1352,1471,1500
3,301,733,733,733
4,574,937,937,937
5,2226,733,733,733
6,2178,1867,1867,1867
7,2226,875,2017,875
8,2040,837,900,1714
9,2092,1876,1660,1876
10,392,733,733,733
11,738,1699,900,1699
12,764,733,733,733
13,31,1591,1591,1591
14,1099,1976,1865,1976
15,1286,1286,1286,759
16,592,733,733,733
17,1545,2228,2228,1136
18,2197,2107,2107,2107
19,1662,1865,1865,1863
20,392,733,733,733
22,1491,1491,1491,1759
23,574,173,1230,173
24,2039,875,1998,875
25,1297,1297,1297,1243
26,1424,1796,1796,835
27,1465,816,816,877
28,78,733,733,733
29,1816,398,398,733
30,1465,912,912,877
31,574,1926,1926,1926
32,421,2004,2004,2004
33,2228,837,2228,1714
34,1073,1652,900,1652
35,1352,1352,1696,2216
36,1623,259,1223,219
38,75,754,754,754
39,2228,837,2228,837
40,2113,1591,1591,1591
41,738,1227,1227,1466
42,1423,239,1391,239
43,838,838,1229,838
44,355,733,733,733
45,1544,1684,1684,2088
46,1071,1410,1410,1410
47,1851,1865,1865,1800
48,181,733,733,733
49,1286,1286,1286,759
50,2123,894,894,894
1,1366,837,1871,837
2,1352,1352,1471,1500
3,1350,1591,1591,1591
4,301,733,733,733
5,1286,1286,1286,759
6,2226,875,2017,875
7,2178,1867,1867,1867
8,2040,837,900,1714
9,574,937,937,937
10,878,1585,1585,1585
11,2226,733,733,733
12,764,733,733,733
13,1099,1976,1865,1976
14,31,1591,1591,1591
15,2197,2107,2107,2107
16,738,1699,900,1699
17,1545,2228,2228,1136
18,1224,528,1660,528
19,1491,1491,1491,1759
20,392,733,733,733
21,1662,1865,1865,1863
22,2092,1876,1660,1876
23,1071,1410,1410,1410
25,2039,875,1998,875
26,592,733,733,733
27,1297,1297,1297,1243
28,1465,816,816,877
29,421,2004,2004,2004
30,1424,1796,1796,835
31,2228,837,2228,1714
32,392,733,733,733
33,78,733,733,733
34,1352,1352,1696,2216
35,1073,1652,900,1652
36,1465,912,912,877
37,1164,1092,1092,1092
38,2173,1227,1227,733
39,2228,837,2228,837
41,75,754,754,754
42,1423,239,1391,239
43,1816,398,398,733
44,1302,1591,1591,733
45,1286,1286,1286,759
46,1324,1056,1056,733
47,1505,2206,2206,2206
48,856,1227,1227,1067
1,1366,837,1871,837
2,1359,659,963,659
3,1352,1352,1471,1500
4,17,639,639,639
5,17,639,639,511
6,1350,1591,1591,1591
7,301,733,733,733
8,113,1884,1884,282
9,986,733,733,733
10,2040,837,900,1714
11,2226,875,2017,875
12,2178,1867,1867,1867
13,17,112,112,111
14,17,112,112,154
15,1286,1286,1286,759
16,1359,413,2224,413
17,17,639,639,111
18,574,937,937,937
19,764,733,733,733
20,878,1585,1585,1585
21,31,1591,1591,1591
22,17,639,639,639
23,17,112,112,111
24,1099,1976,1865,1976
25,17,639,639,639
26,17,639,112,154
27,2226,733,733,733
28,2197,2107,2107,2107
29,1545,2228,2228,1136
30,1491,1491,1491,1759
31,738,1699,900,1699
32,1359,1764,1439,1764
33,392,733,733,733
34,17,639,639,639
35,1662,1865,1865,1863
36,1359,379,379,379
37,1224,528,1660,528
38,1071,1410,1410,1410
39,592,733,733,733
40,2039,875,1998,875
41,986,733,733,733
42,1465,816,816,877
43,1359,337,1939,1880
45,1359,418,1939,543
46,1297,1297,1297,1243
47,1424,1796,1796,835
48,421,2004,2004,2004
49,1352,1352,1696,2216
50,392,733,733,733
1,1366,837,1871,837
2,17,639,639,639
3,1352,1352,1471,1500
4,17,639,639,511
5,1350,1591,1591,1591
6,1359,659,963,659
7,800,733,733,733
8,986,733,733,733
9,301,733,733,733
10,2040,837,900,1714
11,17,112,112,154
12,2226,875,2017,875
13,113,1884,1884,282
14,2178,1867,1867,1867
15,17,112,112,111
16,764,733,733,733
17,1286,1286,1286,759
18,17,639,639,639
19,17,639,639,111
20,31,1591,1591,1591
21,574,937,937,937
22,1099,1976,1865,1976
23,1099,894,894,1860
24,17,639,639,639
25,17,112,112,111
26,878,1585,1585,1585
27,17,639,112,154
28,1491,1491,1491,1759
29,1545,2228,2228,1136
30,2226,733,733,733
31,2197,2107,2107,2107
32,738,1699,900,1699
33,1359,413,2224,413
34,1662,1865,1865,1863
35,17,639,639,639
36,1224,528,1660,528
37,392,733,733,733
38,1262,1835,1835,1835
39,1071,1410,1410,1410
40,1465,816,816,877
41,592,733,733,733
42,986,733,733,733
43,421,2004,2004,2004
45,2039,875,1998,875
46,1887,1577,1974,1577
47,2228,837,2228,1714
48,1297,1297,1297,1243
49,1424,1796,1796,835
50,1816,398,398,733
1,1366,837,1871,837
2,17,639,639,639
3,1352,1352,1471,1500
4,1359,659,963,659
5,1350,1591,1591,1591
6,17,639,639,511
7,986,733,733,733
8,800,733,733,733
9,113,1884,1884,282
10,301,733,733,733
11,2226,875,2017,875
12,2040,837,900,1714
13,1099,894,894,1860
14,2178,1867,1867,1867
15,17,112,112,154
16,1262,1835,1835,1835
17,764,733,733,733
18,1565,1676,1676,1676
19,17,112,112,111
20,31,1591,1591,1591
21,1491,1491,1491,1759
22,17,639,639,639
23,1286,1286,1286,759
24,574,937,937,937
25,1099,1976,1865,1976
26,1545,2228,2228,1136
27,2197,2107,2107,2107
28,17,639,639,639
29,1161,733,733,733
30,878,1585,1585,1585
31,17,639,639,111
32,2226,733,733,733
33,1071,1410,1410,1410
34,17,639,112,154
35,738,1699,900,1699
36,17,112,112,111
37,1224,528,1660,528
38,1359,413,2224,413
39,1662,1865,1865,1863
40,392,733,733,733
41,1887,1577,1974,1577
42,1465,816,816,877
43,1352,1352,1696,2216
44,421,2004,2004,2004
45,17,639,639,639
46,878,1703,1721,733
47,1816,398,398,733
48,2228,837,2228,1714
49,2095,191,1391,596
50,1441,2221,1974,860
1,1366,837,1871,837
2,17,639,639,639
3,1352,1352,1471,1500
4,1262,1835,1835,1835
5,1817,1411,1817,1411
6,1161,733,733,733
7,1359,659,963,659
8,1350,1591,1591,1591
9,1565,1676,1676,1676
10,17,639,639,511
11,800,733,733,733
12,2113,1591,1591,733
13,113,1884,1884,282
14,986,733,733,733
15,2040,837,900,1714
16,301,733,733,733
17,2226,875,2017,875
18,17,112,112,154
19,764,733,733,733
20,2178,1867,1867,1867
21,1099,894,894,1860
22,31,1591,1591,1591
23,978,468,468,1067
24,800,1842,1227,733
25,1491,1491,1491,1759
26,17,112,112,111
27,2197,2107,2107,2107
28,17,639,639,639
29,1286,1286,1286,759
30,1099,1976,1865,1976
31,17,639,639,639
32,1545,2228,2228,1136
33,1505,1936,900,1936
34,574,937,937,937
35,1071,1410,1410,1410
36,106,384,106,384
37,1441,2221,1974,860
38,1817,1497,1497,1497
39,2226,733,733,733
40,763,763,763,1858
41,1078,251,1078,251
42,17,639,112,154
43,878,1703,1721,733
44,1734,1734,1734,2214
45,1359,413,2224,413
46,17,639,639,111
47,1224,528,1660,528
48,878,1585,1585,1585
49,738,1699,900,1699
50,1352,1352,1696,2216
1,1719,1172,900,1172
2,1366,837,1871,837
3,1817,1411,1817,1411
4,1234,1234,1234,1891
5,17,639,639,639
6,106,384,106,384
7,1262,1835,1835,1835
8,1565,1676,1676,1676
9,1352,1352,1471,1500
10,1161,733,733,733
11,1350,1591,1591,1591
12,1244,733,733,733
13,1359,659,963,659
14,1734,1734,1734,1033
15,17,639,639,511
16,800,733,733,733
17,113,1884,1884,282
18,17,112,112,154
19,2113,1591,1591,733
20,2040,837,900,1714
21,2226,875,2017,875
22,1324,1227,1227,1343
23,986,733,733,733
24,301,733,733,733
25,764,733,733,733
26,2178,1867,1867,1867
27,31,1591,1591,1591
28,2197,2107,2107,2107
29,1099,894,894,1860
30,1491,1491,1491,1759
31,2197,179,179,1555
32,1734,1734,1734,2214
33,800,630,630,1343
34,1078,251,1078,251
35,17,112,112,111
36,978,468,468,1067
37,1932,1497,1497,1497
38,17,639,639,639
39,1719,1719,1546,478
40,1099,1976,1865,1976
41,1734,1673,1673,2214
42,1660,733,528,733
43,1545,2228,2228,1136
44,1734,1734,1734,2214
45,17,639,639,639
46,1817,1497,1497,1497
47,800,1842,1227,733
48,1719,1719,1719,478
49,1505,1936,900,1936
50,1286,1286,1286,759
1,30,1774,1774,1079
2,30,1774,1774,1326
3,30,1774,1774,1079
4,2142,1762,1491,1762
5,30,1774,1774,1079
6,30,1774,1774,1079
7,30,1774,1774,1079
8,30,1774,1774,735
9,30,1774,1774,1326
10,30,1774,1774,1079
11,30,1774,1774,1326
12,1234,1234,1234,1891
13,30,1774,1774,1079
14,1719,1172,900,1172
15,1544,1684,1684,1555
16,1366,837,1871,837
17,1648,1719,1719,388
18,1115,837,1115,2009
19,1565,1676,1676,1676
20,1352,1352,1471,1500
21,17,639,639,639
22,1262,1835,1835,1835
23,1817,1411,1817,1411
24,106,384,106,384
25,1722,2089,1722,733
26,1734,1734,1734,1033
27,1359,659,963,659
28,1350,1591,1591,1591
29,1244,733,733,733
30,800,733,733,733
31,1161,733,733,733
32,17,639,639,511
33,2040,837,900,1714
34,2113,1591,1591,733
35,978,548,548,1067
36,2055,755,755,755
37,17,112,112,154
38,1491,1491,1491,1759
39,800,1227,1227,1067
40,1722,1898,1722,733
41,301,733,733,733
42,31,1591,1591,1591
43,800,2120,1265,426
44,764,733,733,733
45,113,1884,1884,282
46,2053,148,148,2120
47,986,733,733,733
48,2197,2107,2107,2107
49,1535,1535,1535,1942
50,1695,857,749,857
1,30,1774,1774,1079
2,2142,1762,1491,1762
3,5,1227,1227,1227
4,30,1774,1774,1326
5,30,1774,1774,1079
6,1719,1172,900,1172
7,1234,1234,1234,1891
8,1544,1684,1684,1555
9,1366,837,1871,837
10,30,1774,1774,1079
11,30,1774,1774,1079
12,1648,1719,1719,388
13,30,1774,1774,1079
14,1535,1535,1535,1942
15,1565,1676,1676,1676
16,1352,1352,1471,1500
17,30,1774,1774,735
18,30,1774,1774,1326
19,1115,837,1115,2009
20,30,1774,1774,1326
21,17,639,639,639
22,1324,264,264,426
23,30,1774,1774,1079
24,1817,1411,1817,1411
25,1262,1835,1835,1835
26,978,548,548,1067
27,30,1774,1774,1079
28,106,384,106,384
29,1244,733,733,733
30,800,733,733,733
31,1350,1591,1591,1591
32,1359,659,963,659
33,1161,733,733,733
34,1505,733,733,733
35,1734,1734,1734,1033
36,1491,1491,1491,1759
37,2113,1591,1591,733
38,17,639,639,511
39,1535,1535,1535,1942
40,2055,755,755,755
41,1722,1898,1722,733
42,2040,837,900,1714
43,1722,2089,1722,733
44,301,733,733,733
45,31,1591,1591,1591
46,800,1227,1227,1067
47,17,112,112,154
48,764,733,733,733
49,1211,1211,1211,251
50,109,733,109,733
1,2142,1762,1491,1762
2,30,1774,1774,1079
3,5,1227,1227,1227
4,30,1774,1774,1326
5,1719,1172,900,1172
6,1234,1234,1234,1891
7,1544,1684,1684,1555
8,30,1774,1774,1079
9,1366,837,1871,837
10,1648,1719,1719,388
11,30,1774,1774,1079
12,1535,1535,1535,1942
13,1352,1352,1471,1500
14,1565,1676,1676,1676
15,30,1774,1774,1079
16,30,1774,1774,1079
17,17,639,639,639
18,1817,1411,1817,1411
19,1115,837,1115,2009
20,30,1774,1774,1326
21,30,1774,1774,1326
22,30,1774,1774,735
23,1262,1835,1835,1835
24,30,1774,1774,1079
25,978,548,548,1067
26,1821,733,68,733
27,106,384,106,384
28,1244,733,733,733
29,1324,264,264,426
30,30,1774,1774,1079
31,1491,1491,1491,1759
32,978,1632,1632,1067
33,800,733,733,733
34,1350,1591,1591,1591
35,1359,659,963,659
36,17,639,639,511
37,1161,733,733,733
38,2040,837,900,1714
39,1535,1535,1535,1942
40,31,1591,1591,1591
41,1734,1734,1734,1033
42,1505,733,733,733
43,2113,1591,1591,733
44,2055,755,755,755
45,1640,1228,1228,1228
46,301,733,733,733
47,800,1227,1227,1067
48,764,733,733,733
49,109,733,109,733
50,1722,2089,1722,733
1,2142,1762,1491,1762
2,30,1774,1774,1079
3,30,1774,1774,1326
4,1234,1234,1234,1891
5,1719,1172,900,1172
6,1544,1684,1684,1555
7,5,1227,1227,1227
8,1366,837,1871,837
9,1535,1535,1535,1942
10,30,1774,1774,1079
11,1215,1215,1660,2214
12,1648,1719,1719,388
13,1352,1352,1471,1500
14,1821,733,68,733
15,1565,1676,1676,1676
16,30,1774,1774,1079
17,17,639,639,639
18,1115,837,1115,2009
19,1817,1411,1817,1411
20,30,1774,1774,1079
21,30,1774,1774,1079
22,1491,1491,1491,1759
23,30,1774,1774,1326
24,978,548,548,1067
25,106,384,106,384
